68.183.154.2"-"01/Feb/2019:00:01:25 +0100"GET / HTTP/1.0"200"48333"-"Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)
157.55.39.231"-"02/Feb/2019:15:31:54 +0100"GET /?page=6 HTTP/1.1"200"7566"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
87.206.149.148"-"02/Feb/2019:15:32:01 +0100"GET /o-nas HTTP/1.1"200"6756"https://www.google.com/"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
87.206.149.148"-"02/Feb/2019:15:33:13 +0100"GET /nasze-blogi HTTP/1.1"200"5394"http://www.walkazfiskusem.pl/o-nas"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
87.206.149.148"-"02/Feb/2019:15:33:22 +0100"GET / HTTP/1.1"200"8519"http://www.walkazfiskusem.pl/nasze-blogi"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
66.249.69.44"-"02/Feb/2019:15:34:52 +0100"GET /tags/kontrola%20celno-skarbowa HTTP/1.1"200"8167"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
207.46.13.188"-"02/Feb/2019:16:07:57 +0100"GET /post/problemy-podatkowe-branzy-it-do-jakiego-zrodla-przychodow-zakwalifikowac-przychod-ze-zbycia-autorskich-praw-majatkowych-do-programu-komputerowego HTTP/1.1"200"8793"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
155.133.31.116"-"02/Feb/2019:16:20:19 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7603"-"Mozilla/5.0 (Linux; U; Android 7.1.2; pl-pl; Redmi 4X Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.4.3-g
66.249.69.48"-"02/Feb/2019:16:23:45 +0100"GET /robots.txt HTTP/1.1"404"5146"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.69.44"-"02/Feb/2019:16:26:46 +0100"GET / HTTP/1.1"200"8519"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.69.44"-"02/Feb/2019:16:27:18 +0100"GET / HTTP/1.1"200"8519"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
46.229.168.142"-"02/Feb/2019:17:21:20 +0100"GET /robots.txt HTTP/1.1"404"5146"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.132"-"02/Feb/2019:17:21:21 +0100"GET /post/zyczenia-z-okazji-swiat-wielkanocnych HTTP/1.1"200"5857"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
207.46.13.20"-"02/Feb/2019:17:22:07 +0100"GET /post/split-payment-czy-rachunek-vat-trzeba-zglosic-fiskusowi HTTP/1.1"200"7474"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.46.13.241"-"02/Feb/2019:17:22:13 +0100"GET /robots.txt HTTP/1.1"404"5146"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.46.13.241"-"02/Feb/2019:17:22:16 +0100"GET /post/interpretacja-indywidualna-prawa-podatkowego-jak-dziala-i-dlaczego-warto-ja-uzyskac HTTP/1.1"200"7991"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.46.13.241"-"02/Feb/2019:17:22:17 +0100"GET /robots.txt HTTP/1.1"404"5146"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
89.64.19.250"-"02/Feb/2019:17:39:51 +0100"GET /wp-login.php HTTP/1.1"404"32424"-"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1
89.64.19.250"-"02/Feb/2019:17:39:51 +0100"GET / HTTP/1.1"200"48386"-"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1
46.229.168.129"-"02/Feb/2019:17:42:48 +0100"GET /tags/przedawnienie%20hipoteki%20przymusowej HTTP/1.1"200"6034"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
157.55.39.36"-"02/Feb/2019:17:51:23 +0100"GET /robots.txt HTTP/1.1"404"5146"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
66.249.69.44"-"02/Feb/2019:17:54:58 +0100"GET /post/podatek-od-milosci-czyli-nie-uczcie-sie-prawa-podatkowego-z-komedii-romantycznych HTTP/1.1"200"7994"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
159.65.24.22"-"02/Feb/2019:18:30:31 +0100"GET / HTTP/1.1"200"8519"-"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36
159.65.24.22"-"02/Feb/2019:18:30:32 +0100"GET /post/wyrok-tk-niezgodne-z-prawem-opodatkowanie-budynku-jako-budowli HTTP/1.1"200"7099"-"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36
159.65.24.22"-"02/Feb/2019:18:30:33 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7606"-"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36
159.65.24.22"-"02/Feb/2019:18:30:34 +0100"GET /post/nie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych HTTP/1.1"200"7093"-"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36
159.65.24.22"-"02/Feb/2019:18:30:35 +0100"GET /post/nowe-uprawnienia-skarbowki-wciaz-budza-obawy-przedsiebiorcow HTTP/1.1"200"5889"-"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36
159.65.24.22"-"02/Feb/2019:18:30:35 +0100"GET /post/roznice-pomiedzy-kontrola-celno-skarbowa-kontrola-podatkowa HTTP/1.1"200"5930"-"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36
31.183.189.69"-"02/Feb/2019:18:35:49 +0100"GET / HTTP/1.1"200"8519"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:12 +0100"GET /admin/ HTTP/1.1"302"5"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:12 +0100"GET /admin/login/?next=/admin/ HTTP/1.1"200"847"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:13 +0100"GET /favicon.ico HTTP/1.1"404"5145"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:23 +0100"POST /admin/login/?next=/admin/ HTTP/1.1"302"5"http://www.walkazfiskusem.pl/admin/login/?next=/admin/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:23 +0100"GET /admin/ HTTP/1.1"200"1207"http://www.walkazfiskusem.pl/admin/login/?next=/admin/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:24 +0100"GET /favicon.ico HTTP/1.1"404"5145"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:28 +0100"GET /admin/blog/posts/ HTTP/1.1"200"3908"http://www.walkazfiskusem.pl/admin/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:28 +0100"GET /admin/jsi18n/ HTTP/1.1"200"2308"http://www.walkazfiskusem.pl/admin/blog/posts/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:31 +0100"GET /admin/blog/posts/add/ HTTP/1.1"200"3518"http://www.walkazfiskusem.pl/admin/blog/posts/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:36:33 +0100"GET /admin/jsi18n/ HTTP/1.1"200"2308"http://www.walkazfiskusem.pl/admin/blog/posts/add/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:42:55 +0100"POST /admin/blog/posts/add/ HTTP/1.1"302"5"http://www.walkazfiskusem.pl/admin/blog/posts/add/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:42:55 +0100"GET /admin/blog/posts/ HTTP/1.1"200"4008"http://www.walkazfiskusem.pl/admin/blog/posts/add/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:42:56 +0100"GET /admin/jsi18n/ HTTP/1.1"200"2308"http://www.walkazfiskusem.pl/admin/blog/posts/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:04 +0100"GET /admin/blog/posts/47/change/ HTTP/1.1"200"3922"http://www.walkazfiskusem.pl/admin/blog/posts/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:04 +0100"GET /admin/jsi18n/ HTTP/1.1"200"2308"http://www.walkazfiskusem.pl/admin/blog/posts/47/change/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:08 +0100"GET / HTTP/1.1"200"8287"http://www.walkazfiskusem.pl/admin/blog/posts/47/change/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:16 +0100"GET /admin/blog/posts/47/change/ HTTP/1.1"200"3925"http://www.walkazfiskusem.pl/admin/blog/posts/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:26 +0100"POST /admin/blog/posts/47/change/ HTTP/1.1"302"5"http://www.walkazfiskusem.pl/admin/blog/posts/47/change/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:26 +0100"GET /admin/blog/posts/ HTTP/1.1"200"4006"http://www.walkazfiskusem.pl/admin/blog/posts/47/change/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:26 +0100"GET /admin/jsi18n/ HTTP/1.1"200"2308"http://www.walkazfiskusem.pl/admin/blog/posts/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:43:30 +0100"GET / HTTP/1.1"200"8286"http://www.walkazfiskusem.pl/admin/blog/posts/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:50:45 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:53:22 +0100"GET /nasze-blogi HTTP/1.1"200"5429"http://www.walkazfiskusem.pl/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:53:50 +0100"GET /o-nas HTTP/1.1"200"6791"http://www.walkazfiskusem.pl/nasze-blogi"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
31.183.189.69"-"02/Feb/2019:18:55:15 +0100"GET /nasze-blogi HTTP/1.1"200"5429"http://www.walkazfiskusem.pl/o-nas"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
66.249.64.48"-"02/Feb/2019:19:04:12 +0100"GET /post/kiedy-powstaja-dochody-nieujawnione HTTP/1.1"200"7347"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.44"-"02/Feb/2019:19:04:30 +0100"GET /post/zakonczenie-dzialalnosci-bloga HTTP/1.1"200"5916"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.48"-"02/Feb/2019:19:44:20 +0100"GET /post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo HTTP/1.1"200"7530"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
46.229.168.143"-"02/Feb/2019:19:52:32 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.141"-"02/Feb/2019:19:52:32 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7646"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
85.10.207.195"-"02/Feb/2019:20:12:14 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:16 +0100"GET /tags/Post%C4%99powanie%20dowodowe HTTP/1.1"200"44786"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:17 +0100"GET /tags/bezpiecze%C5%84stwo%20podatkowe HTTP/1.1"200"8673"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:19 +0100"GET /tags/interpretacja%20indywidualna%20przepis%C3%B3w%20prawa%20podatkowego HTTP/1.1"200"7324"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:21 +0100"GET /tags/podatek%20dochodowy%20od%20os%C3%B3b%20prawnych HTTP/1.1"200"6378"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:22 +0100"GET /tags/podzia%C5%82%20na%20%C5%BAr%C3%B3d%C5%82a%20przychod%C3%B3w HTTP/1.1"200"6371"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:24 +0100"GET /tags/prawa%20autorskie%20przych%C3%B3d%20podatek HTTP/1.1"200"6630"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:25 +0100"GET /tags/przychody%20z%20innych%20%C5%BAr%C3%B3de%C5%82 HTTP/1.1"200"6374"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:27 +0100"GET /tags/przychody%20z%20zysk%C3%B3w%20kapita%C5%82owych HTTP/1.1"200"6372"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:28 +0100"GET /tags/wniosek%20o%20interpretacj%C4%99%20indywidualn%C4%85 HTTP/1.1"200"7324"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
85.10.207.195"-"02/Feb/2019:20:12:30 +0100"GET /tags/%C5%BAr%C3%B3d%C5%82a%20przychod%C3%B3w%20CIT HTTP/1.1"200"6372"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
216.244.66.250"-"02/Feb/2019:20:36:27 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
207.46.13.20"-"02/Feb/2019:20:55:37 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7647"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.46.13.20"-"02/Feb/2019:21:18:34 +0100"GET /post/wyrok-tk-niezgodne-z-prawem-opodatkowanie-budynku-jako-budowli HTTP/1.1"200"7134"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
40.77.167.207"-"02/Feb/2019:21:24:12 +0100"GET /post/zakonczenie-dzialalnosci-bloga HTTP/1.1"200"5913"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
66.249.64.48"-"02/Feb/2019:21:32:31 +0100"GET /?page=2 HTTP/1.1"200"8555"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.46"-"02/Feb/2019:21:33:02 +0100"GET /?page=9 HTTP/1.1"200"6087"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.46"-"02/Feb/2019:21:42:19 +0100"GET /post/podatek-od-milosci-czyli-nie-uczcie-sie-prawa-podatkowego-z-komedii-romantycznych HTTP/1.1"200"8033"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.48"-"02/Feb/2019:21:42:19 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
216.244.66.250"-"02/Feb/2019:22:59:41 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
40.77.167.178"-"02/Feb/2019:23:20:00 +0100"GET /post/split-payment-jak-odzyskac-srodki-z-rachunku-vat HTTP/1.1"200"7226"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
18.224.45.150"-"02/Feb/2019:23:21:30 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.50 Safari/537.36
18.224.45.150"-"02/Feb/2019:23:21:31 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.50 Safari/537.36
18.224.45.150"-"02/Feb/2019:23:21:31 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.2
18.224.45.150"-"02/Feb/2019:23:21:33 +0100"GET /robots.txt HTTP/1.0"404"32907"-"Python-urllib/1.17
18.224.45.150"-"02/Feb/2019:23:21:33 +0100"GET /kontakt HTTP/1.1"200"5390"-"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.2
31.0.33.226"-"02/Feb/2019:23:38:13 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8177"-"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J510FN Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36
216.244.66.250"-"02/Feb/2019:23:47:21 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
46.229.168.138"-"03/Feb/2019:00:39:52 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.152"-"03/Feb/2019:00:39:52 +0100"GET /post/nie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych HTTP/1.1"200"7128"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
207.46.13.20"-"03/Feb/2019:01:38:29 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.241.229.31"-"03/Feb/2019:01:42:57 +0100"GET /robots.txt HTTP/1.0"404"32907"-"Mozilla/5.0 (compatible; special_archiver/3.1.1 +http://www.archive.org/details/archive.org_bot)
46.229.168.143"-"03/Feb/2019:02:23:49 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.151"-"03/Feb/2019:02:23:50 +0100"GET /tags/sprzeda%C5%BC%20podr%C3%B3bek%20z%20chin HTTP/1.1"200"6317"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
151.80.39.33"-"03/Feb/2019:03:02:38 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)
54.36.148.100"-"03/Feb/2019:03:02:38 +0100"GET /post/egzekucje-skarzy-sie-wnoszac-zarzuty-na-podstawie-tytulu-wykonawczego HTTP/1.1"200"7533"-"Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)
216.244.66.250"-"03/Feb/2019:03:02:42 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
66.249.64.44"-"03/Feb/2019:03:25:05 +0100"GET /tags/hipoteka%20urz%C4%99du%20skarbowego HTTP/1.1"200"6069"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
46.229.168.149"-"03/Feb/2019:03:25:55 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.143"-"03/Feb/2019:03:25:56 +0100"GET /post/wyrok-tk-niezgodne-z-prawem-opodatkowanie-budynku-jako-budowli HTTP/1.1"200"7134"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
66.249.64.46"-"03/Feb/2019:04:25:30 +0100"GET /tags/kontrola%20celno-skarbowa HTTP/1.1"200"8202"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
40.77.167.178"-"03/Feb/2019:04:25:35 +0100"GET /post/split-payment-jak-odzyskac-srodki-z-rachunku-vat HTTP/1.1"200"7228"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
216.244.66.250"-"03/Feb/2019:04:43:07 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
34.220.99.163"-"03/Feb/2019:04:50:50 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (Macintosh; PPC Mac OS X 10.8; rv:53.0) Gecko/20100101 Firefox/53.0
95.216.41.162"-"03/Feb/2019:04:51:49 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
95.216.41.162"-"03/Feb/2019:04:52:11 +0100"GET /post/zakonczenie-dzialalnosci-bloga HTTP/1.1"200"34605"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
54.36.148.95"-"03/Feb/2019:05:03:22 +0100"GET /post/przegapienie-terminu-na-wniesienie-zarzutow HTTP/1.1"200"7428"-"Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)
207.46.13.20"-"03/Feb/2019:05:33:59 +0100"GET /tags/hipoteka%20zus HTTP/1.1"200"6070"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
52.204.97.54"-"03/Feb/2019:05:48:23 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; DuckDuckBot-Https/1.1; https://duckduckgo.com/duckduckbot)
52.204.97.54"-"03/Feb/2019:05:48:24 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (compatible; DuckDuckBot-Https/1.1; https://duckduckgo.com/duckduckbot)
52.204.97.54"-"03/Feb/2019:05:48:42 +0100"GET /post/zakonczenie-dzialalnosci-bloga HTTP/1.1"200"5915"-"'Mozilla/5.0 (compatible; DuckDuckBot-Https/1.1; https://duckduckgo.com/duckduckbot)'
52.204.97.54"-"03/Feb/2019:05:48:57 +0100"GET /tags/Inne HTTP/1.1"200"6386"-"'Mozilla/5.0 (compatible; DuckDuckBot-Https/1.1; https://duckduckgo.com/duckduckbot)'
